pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Basculegion Female,94,move,1,Last Respects,63.6%,,,,,,,,,8377.93
Basculegion Female,94,move,2,Aqua Jet,56.2%,,,,,,,,,8377.93
Basculegion Female,94,move,3,Protect,56.0%,,,,,,,,,8377.93
Basculegion Female,94,move,4,Wave Crash,49.8%,,,,,,,,,8377.93
Basculegion Female,94,move,5,Shadow Ball,37.5%,,,,,,,,,8377.93
Basculegion Female,94,move,6,Muddy Water,31.6%,,,,,,,,,8383.48
Basculegion Female,94,move,7,Flip Turn,31.3%,,,,,,,,,8383.48
Basculegion Female,94,move,8,Ice Beam,19.3%,,,,,,,,,8383.48
Basculegion Female,94,move,9,Hydro Pump,9.8%,,,,,,,,,8383.48
Basculegion Female,94,move,10,Liquidation,6.1%,,,,,,,,,8383.48
Basculegion Female,94,held_item,1,Choice Scarf,38.5%,,,,,,,,,8390.80
Basculegion Female,94,held_item,2,Life Orb,19.4%,,,,,,,,,8390.80
Basculegion Female,94,held_item,3,Mystic Water,17.1%,,,,,,,,,8390.80
Basculegion Female,94,held_item,4,Focus Sash,8.7%,,,,,,,,,8390.80
Basculegion Female,94,held_item,5,Sitrus Berry,3.9%,,,,,,,,,8390.80
Basculegion Female,94,held_item,6,Quick Claw,1.7%,,,,,,,,,8398.08
Basculegion Female,94,held_item,7,Expert Belt,1.0%,,,,,,,,,8398.08
Basculegion Female,94,held_item,8,Colbur Berry,1.0%,,,,,,,,,8398.08
Basculegion Female,94,held_item,9,Leftovers,1.0%,,,,,,,,,8398.08
Basculegion Female,94,held_item,10,Wide Lens,0.9%,,,,,,,,,8398.08
Basculegion Female,94,teammate,1,Charizard,,,,,,,,,,8404.55
Basculegion Female,94,teammate,2,Whimsicott,,,,,,,,,,8404.55
Basculegion Female,94,teammate,3,Pelipper,,,,,,,,,,8404.55
Basculegion Female,94,teammate,4,Garchomp,,,,,,,,,,8404.55
Basculegion Female,94,teammate,5,Archaludon,,,,,,,,,,8404.55
Basculegion Female,94,teammate,6,Kingambit,,,,,,,,,,8407.47
Basculegion Female,94,teammate,7,Sylveon,,,,,,,,,,8407.47
Basculegion Female,94,teammate,8,Sneasler,,,,,,,,,,8407.47
Basculegion Female,94,teammate,9,Incineroar,,,,,,,,,,8407.47
Basculegion Female,94,teammate,10,Sinistcha,,,,,,,,,,8407.47
Basculegion Female,94,stat_alignment,1,Adamant,28.2%,Attack,Sp. Atk,,,,,,,8409.54
Basculegion Female,94,stat_alignment,2,Modest,26.7%,Sp. Atk,Attack,,,,,,,8409.54
Basculegion Female,94,stat_alignment,3,Jolly,22.1%,Speed,Sp. Atk,,,,,,,8409.54
Basculegion Female,94,stat_alignment,4,Timid,12.4%,Speed,Attack,,,,,,,8409.54
Basculegion Female,94,stat_alignment,5,Quiet,2.2%,Sp. Atk,Speed,,,,,,,8409.54
Basculegion Female,94,stat_alignment,6,Mild,1.5%,Sp. Atk,Defense,,,,,,,8412.58
Basculegion Female,94,stat_alignment,7,Hasty,1.3%,Speed,Defense,,,,,,,8412.58
Basculegion Female,94,stat_alignment,8,Naive,1.1%,Speed,Sp. Def,,,,,,,8412.58
Basculegion Female,94,stat_alignment,9,Brave,0.9%,Attack,Speed,,,,,,,8412.58
Basculegion Female,94,stat_alignment,10,Lonely,0.5%,Attack,Defense,,,,,,,8412.58
Basculegion Female,94,stat_points,1,,23.5%,,,2,32,0,0,0,32,8414.73
Basculegion Female,94,stat_points,2,,15.7%,,,2,0,0,32,0,32,8414.73
Basculegion Female,94,stat_points,3,,8.2%,,,0,0,2,32,0,32,8414.73
Basculegion Female,94,stat_points,4,,6.5%,,,0,32,2,0,0,32,8414.73
Basculegion Female,94,stat_points,5,,3.1%,,,0,32,0,0,2,32,8414.73
Basculegion Female,94,stat_points,6,,1.1%,,,32,0,0,32,2,0,8436.82
Basculegion Female,94,stat_points,7,,1.0%,,,32,0,0,32,0,2,8436.82
Basculegion Female,94,stat_points,8,,1.0%,,,32,0,2,32,0,0,8436.82
Basculegion Female,94,ability,1,Adaptability,77.4%,,,,,,,,,8450.72
Basculegion Female,94,ability,2,Swift Swim,21.3%,,,,,,,,,8450.72
Basculegion Female,94,ability,3,Mold Breaker,1.2%,,,,,,,,,8450.72
