pokemon,column_position,category,rank,name,percentage,stat_up,stat_down,hp_points,attack_points,defense_points,sp_atk_points,sp_def_points,speed_points,source_time_seconds
Altaria,99,move,1,Protect,70.4%,,,,,,,,,8836.95
Altaria,99,move,2,Will-O-Wisp,41.7%,,,,,,,,,8836.95
Altaria,99,move,3,Tailwind,36.7%,,,,,,,,,8836.95
Altaria,99,move,4,Roost,36.7%,,,,,,,,,8836.95
Altaria,99,move,5,Perish Song,34.6%,,,,,,,,,8836.95
Altaria,99,move,6,Hyper Voice,31.3%,,,,,,,,,8842.39
Altaria,99,move,7,Fire Spin,29.9%,,,,,,,,,8842.39
Altaria,99,move,8,Dragon Pulse,13.6%,,,,,,,,,8842.39
Altaria,99,move,9,Brave Bird,12.0%,,,,,,,,,8842.39
Altaria,99,move,10,Cotton Guard,11.3%,,,,,,,,,8842.39
Altaria,99,held_item,1,Altarianite,35.9%,,,,,,,,,8846.87
Altaria,99,held_item,2,Leftovers,26.5%,,,,,,,,,8846.87
Altaria,99,held_item,3,Sitrus Berry,8.8%,,,,,,,,,8846.87
Altaria,99,held_item,4,Haban Berry,8.3%,,,,,,,,,8846.87
Altaria,99,held_item,5,Roseli Berry,7.8%,,,,,,,,,8846.87
Altaria,99,held_item,6,Yache Berry,3.2%,,,,,,,,,8854.18
Altaria,99,held_item,7,Focus Sash,1.7%,,,,,,,,,8854.18
Altaria,99,held_item,8,Bright Powder,1.4%,,,,,,,,,8854.18
Altaria,99,held_item,9,Wide Lens,1.1%,,,,,,,,,8854.18
Altaria,99,held_item,10,Quick Claw,0.9%,,,,,,,,,8854.18
Altaria,99,teammate,1,Incineroar,,,,,,,,,,8860.68
Altaria,99,teammate,2,Kingambit,,,,,,,,,,8860.68
Altaria,99,teammate,3,Gengar,,,,,,,,,,8860.68
Altaria,99,teammate,4,Tinkaton,,,,,,,,,,8860.68
Altaria,99,teammate,5,Annihilape,,,,,,,,,,8860.68
Altaria,99,teammate,6,Sinistcha,,,,,,,,,,8863.60
Altaria,99,teammate,7,Sneasler,,,,,,,,,,8863.60
Altaria,99,teammate,8,Milotic,,,,,,,,,,8863.60
Altaria,99,teammate,9,Garchomp,,,,,,,,,,8863.60
Altaria,99,teammate,10,Raichu,,,,,,,,,,8863.60
Altaria,99,stat_alignment,1,Bold,33.2%,Defense,Attack,,,,,,,8865.69
Altaria,99,stat_alignment,2,Modest,25.0%,Sp. Atk,Attack,,,,,,,8865.69
Altaria,99,stat_alignment,3,Calm,9.5%,Sp. Def,Attack,,,,,,,8865.69
Altaria,99,stat_alignment,4,Impish,8.6%,Defense,Sp. Atk,,,,,,,8865.69
Altaria,99,stat_alignment,5,Timid,5.4%,Speed,Attack,,,,,,,8865.69
Altaria,99,stat_alignment,6,Careful,4.5%,Sp. Def,Sp. Atk,,,,,,,8868.70
Altaria,99,stat_alignment,7,Quiet,3.5%,Sp. Atk,Speed,,,,,,,8868.70
Altaria,99,stat_alignment,8,Adamant,3.0%,Attack,Sp. Atk,,,,,,,8868.70
Altaria,99,stat_alignment,9,Jolly,2.9%,Speed,Sp. Atk,,,,,,,8868.70
Altaria,99,stat_alignment,10,Sassy,1.4%,Sp. Def,Speed,,,,,,,8868.70
Altaria,99,stat_points,1,,22.3%,,,32,0,20,0,11,3,8870.88
Altaria,99,stat_points,2,,4.6%,,,32,0,2,32,0,0,8870.88
Altaria,99,stat_points,3,,4.4%,,,32,0,0,32,0,2,8870.88
Altaria,99,stat_points,4,,3.9%,,,32,0,20,0,14,0,8870.88
Altaria,99,stat_points,5,,2.9%,,,31,0,26,0,6,3,8870.88
Altaria,99,stat_points,6,,1.8%,,,32,0,0,32,2,0,8892.93
Altaria,99,stat_points,7,,1.5%,,,32,0,32,0,2,0,8892.93
Altaria,99,stat_points,8,,1.2%,,,32,0,19,0,15,0,8892.93
Altaria,99,ability,1,Cloud Nine,95.8%,,,,,,,,,8906.83
Altaria,99,ability,2,Natural Cure,4.2%,,,,,,,,,8906.83
