move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Aqua Jet,Water,Physical,40,100,20
Aqua Tail,Water,Physical,90,90,12
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Dive,Water,Physical,80,100,12
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Extreme Speed,Normal,Physical,80,100,8
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Fire Spin,Fire,Special,35,85,16
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Fly,Flying,Physical,90,95,16
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Haze,Ice,Status,-,101,20
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Ice Spinner,Ice,Physical,80,100,16
Icy Wind,Ice,Special,55,95,16
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Mega Kick,Normal,Physical,120,75,8
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sandstorm,Rock,Status,-,101,8
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Steel Wing,Steel,Physical,70,90,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Tailwind,Flying,Status,-,101,16
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Weather Ball,Normal,Special,50,100,12
Whirlwind,Normal,Status,-,101,20
Wrap,Normal,Physical,15,90,20
