move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Agility,Psychic,Status,-,101,20
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Charge,Electric,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Confuse Ray,Ghost,Status,-,100,12
Cotton Guard,Grass,Status,-,101,12
Cotton Spore,Grass,Status,-,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Dig,Ground,Physical,80,100,12
Discharge,Electric,Special,80,100,16
Double-Edge,Normal,Physical,120,100,16
Dragon Cheer,Dragon,Status,-,101,16
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Eerie Impulse,Electric,Status,-,100,16
Electric Terrain,Electric,Status,-,101,12
Electro Ball,Electric,Special,1,100,12
Electroweb,Electric,Special,55,95,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Flatter,Dark,Status,-,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Iron Tail,Steel,Physical,100,75,16
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Magnetic Flux,Electric,Status,-,101,20
Mega Kick,Normal,Physical,120,75,8
Meteor Beam,Rock,Special,120,90,12
Outrage,Dragon,Physical,120,100,12
Parabolic Charge,Electric,Special,65,100,20
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Rising Voltage,Electric,Special,70,100,20
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Screech,Normal,Status,-,85,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Supercell Slam,Electric,Physical,100,95,16
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Volt Switch,Electric,Special,70,100,20
Wild Charge,Electric,Physical,90,100,16
Zap Cannon,Electric,Special,120,50,8
