move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Slash,Flying,Special,75,95,16
Alluring Voice,Fairy,Special,80,100,12
Aqua Cutter,Water,Physical,70,100,20
Aura Sphere,Fighting,Special,80,101,20
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Calm Mind,Psychic,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Charm,Fairy,Status,-,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Confuse Ray,Ghost,Status,-,100,12
Dazzling Gleam,Fairy,Special,80,100,12
Destiny Bond,Ghost,Status,-,101,8
Disable,Normal,Status,-,100,20
Double Team,Normal,Status,-,101,16
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Earthquake,Ground,Physical,100,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Heal Pulse,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Hypnosis,Psychic,Status,-,60,20
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Life Dew,Water,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Magic Room,Psychic,Status,-,101,12
Mean Look,Normal,Status,-,101,8
Mega Kick,Normal,Physical,120,75,8
Memento,Dark,Status,-,100,12
Misty Terrain,Fairy,Status,-,101,12
Mystical Fire,Fire,Special,75,100,12
Night Shade,Ghost,Special,1,100,16
Night Slash,Dark,Physical,70,100,20
Pain Split,Normal,Status,-,101,20
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psycho Cut,Psychic,Physical,70,100,20
Psyshock,Psychic,Special,80,100,12
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sacred Sword,Fighting,Physical,90,100,16
Safeguard,Normal,Status,-,101,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Blade,Grass,Physical,125,100,12
Stone Edge,Rock,Physical,100,80,8
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Triple Axel,Ice,Physical,20,90,12
Upper Hand,Fighting,Physical,65,100,16
Vacuum Wave,Fighting,Special,40,100,20
Wide Guard,Rock,Status,-,101,12
Will-O-Wisp,Fire,Status,-,85,16
Wonder Room,Psychic,Status,-,101,12
X-Scissor,Bug,Physical,80,100,16
Zen Headbutt,Psychic,Physical,80,90,16
