move_name,type,category,power,accuracy,pp
Amnesia,Psychic,Status,-,101,20
Ancient Power,Rock,Special,60,100,8
Aqua Ring,Water,Status,-,101,20
Avalanche,Ice,Physical,60,100,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Counter,Fighting,Physical,1,100,20
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Flip Turn,Water,Physical,60,100,20
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Hammer Arm,Fighting,Physical,100,90,12
Hard Press,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hydro Cannon,Water,Special,150,90,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Liquidation,Water,Physical,85,100,12
Low Kick,Fighting,Physical,1,100,20
Mega Kick,Normal,Physical,120,75,8
Mirror Coat,Psychic,Special,1,100,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Outrage,Dragon,Physical,120,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sand Tomb,Ground,Physical,35,85,16
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Wave Crash,Water,Physical,120,100,12
Weather Ball,Normal,Special,50,100,12
Whirlpool,Water,Special,35,85,16
Wide Guard,Rock,Status,-,101,12
Yawn,Normal,Status,-,101,12
