move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Ally Switch,Psychic,Status,-,101,16
Amnesia,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Baby-Doll Eyes,Fairy,Status,-,100,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Calm Mind,Psychic,Status,-,101,20
Chilling Water,Water,Special,50,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Heal Pulse,Psychic,Status,-,101,12
Healing Wish,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Last Resort,Normal,Physical,140,100,8
Life Dew,Water,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Mega Kick,Normal,Physical,120,75,8
Misty Terrain,Fairy,Status,-,101,12
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Shadow Ball,Ghost,Special,80,100,16
Simple Beam,Normal,Status,-,100,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Sweet Kiss,Fairy,Status,-,75,12
Throat Chop,Dark,Physical,80,100,16
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trick Room,Psychic,Status,-,101,8
Uproar,Normal,Special,90,100,12
Wild Charge,Electric,Physical,90,100,16
Wish,Normal,Status,-,101,12
Yawn,Normal,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
