move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aqua Ring,Water,Status,-,101,20
Attract,Normal,Status,-,100,16
Belch,Poison,Special,120,90,12
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Brick Break,Fighting,Physical,75,100,16
Brine,Water,Special,65,100,12
Chilling Water,Water,Special,50,100,20
Crunch,Dark,Physical,80,100,16
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fling,Dark,Physical,1,100,12
Flip Turn,Water,Physical,60,100,20
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gunk Shot,Poison,Physical,120,80,8
Helping Hand,Normal,Status,-,101,20
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Lick,Ghost,Physical,30,100,20
Liquidation,Water,Physical,85,100,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Nasty Plot,Dark,Status,-,101,20
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Recycle,Normal,Status,-,101,12
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scald,Water,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stuff Cheeks,Normal,Status,-,101,12
Substitute,Normal,Status,-,101,12
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Uproar,Normal,Special,90,100,12
Waterfall,Water,Physical,80,100,16
