move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Bounce,Flying,Physical,85,85,8
Bulldoze,Ground,Physical,60,100,20
Charge,Electric,Status,-,101,20
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Discharge,Electric,Special,80,100,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Eerie Impulse,Electric,Status,-,100,16
Electric Terrain,Electric,Status,-,101,12
Electroweb,Electric,Special,55,95,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fissure,Ground,Physical,1,30,8
Flail,Normal,Physical,1,100,16
Foul Play,Dark,Physical,95,100,16
Lash Out,Dark,Physical,75,100,8
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Reflect Type,Normal,Status,-,101,16
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scald,Water,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Surf,Water,Special,90,100,16
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Uproar,Normal,Special,90,100,12
Yawn,Normal,Status,-,101,12
