move_name,type,category,power,accuracy,pp
Acid Armor,Poison,Status,-,101,20
Alluring Voice,Fairy,Special,80,100,12
Aromatic Mist,Fairy,Status,-,101,20
Attract,Normal,Status,-,100,16
Baby-Doll Eyes,Fairy,Status,-,100,20
Calm Mind,Psychic,Status,-,101,20
Charm,Fairy,Status,-,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Decorate,Fairy,Status,-,101,16
Disarming Voice,Fairy,Special,40,101,16
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fling,Dark,Physical,1,100,12
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Imprison,Psychic,Status,-,101,12
Last Resort,Normal,Physical,140,100,8
Light Screen,Psychic,Status,-,101,20
Magic Room,Psychic,Status,-,101,12
Magical Leaf,Grass,Special,60,101,20
Misty Explosion,Fairy,Special,100,100,8
Misty Terrain,Fairy,Status,-,101,12
Mystical Fire,Fire,Special,75,100,12
Pain Split,Normal,Status,-,101,20
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psyshock,Psychic,Special,80,100,12
Recover,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sweet Kiss,Fairy,Status,-,75,12
Sweet Scent,Normal,Status,-,100,20
Tri Attack,Normal,Special,80,100,12
Wonder Room,Psychic,Status,-,101,12
