move_name,type,category,power,accuracy,pp
Ancient Power,Rock,Special,60,100,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Charm,Fairy,Status,-,100,20
Counter,Fighting,Physical,1,100,20
Curse,Ghost,Status,-,101,12
Dazzling Gleam,Fairy,Special,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Tail,Dragon,Physical,60,90,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Flail,Normal,Physical,1,100,16
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Heal Pulse,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ingrain,Grass,Status,-,101,20
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Light Screen,Psychic,Status,-,101,20
Magical Leaf,Grass,Special,60,101,20
Mud-Slap,Ground,Special,20,100,12
Outrage,Dragon,Physical,120,100,12
Petal Blizzard,Grass,Physical,90,100,16
Petal Dance,Grass,Special,120,100,12
Poison Powder,Poison,Status,-,75,20
Pollen Puff,Bug,Special,90,100,16
Protect,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Seed Bomb,Grass,Physical,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Solar Blade,Grass,Physical,125,100,12
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Sweet Scent,Normal,Status,-,100,20
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Trailblaze,Grass,Physical,50,100,20
Weather Ball,Normal,Special,50,100,12
Zen Headbutt,Psychic,Physical,80,90,16
