move_name,type,category,power,accuracy,pp
Amnesia,Psychic,Status,-,101,20
Ancient Power,Rock,Special,60,100,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Burning Jealousy,Fire,Special,70,100,8
Clear Smog,Poison,Special,50,101,16
Curse,Ghost,Status,-,101,12
Double-Edge,Normal,Physical,120,100,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Eruption,Fire,Special,150,100,8
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Spin,Fire,Special,35,85,16
Fissure,Ground,Physical,1,30,8
Flail,Normal,Physical,1,100,16
Flame Charge,Fire,Physical,50,100,20
Flame Wheel,Fire,Physical,60,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Giga Impact,Normal,Physical,150,90,8
Gyro Ball,Steel,Physical,1,100,8
Heat Crash,Fire,Physical,1,100,12
Heat Wave,Fire,Special,95,90,12
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Inferno,Fire,Special,100,50,8
Iron Defense,Steel,Status,-,101,16
Lava Plume,Fire,Special,80,100,16
Overheat,Fire,Special,130,90,8
Protect,Normal,Status,-,101,8
Rapid Spin,Normal,Physical,50,100,20
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scorching Sands,Ground,Special,70,100,12
Self-Destruct,Normal,Physical,200,100,8
Shell Smash,Normal,Status,-,101,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Smog,Poison,Special,30,70,20
Smokescreen,Normal,Status,-,100,20
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Temper Flare,Fire,Physical,75,100,12
Weather Ball,Normal,Special,50,100,12
Will-O-Wisp,Fire,Status,-,85,16
Withdraw,Water,Status,-,101,20
Yawn,Normal,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
