move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Body Slam,Normal,Physical,85,100,16
Bulldoze,Ground,Physical,60,100,20
Burning Jealousy,Fire,Special,70,100,8
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Spin,Fire,Special,35,85,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Giga Impact,Normal,Physical,150,90,8
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Iron Tail,Steel,Physical,100,75,16
Mud-Slap,Ground,Special,20,100,12
Noble Roar,Normal,Status,-,100,20
Overheat,Fire,Special,130,90,8
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Scorching Sands,Ground,Special,70,100,12
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Taunt,Dark,Status,-,100,20
Temper Flare,Fire,Physical,75,100,12
Thief,Dark,Physical,60,100,20
Thunder Fang,Electric,Physical,65,95,16
Trailblaze,Grass,Physical,50,100,20
Wild Charge,Electric,Physical,90,100,16
Will-O-Wisp,Fire,Status,-,85,16
Yawn,Normal,Status,-,101,12
