move_name,type,category,power,accuracy,pp
Amnesia,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Bulldoze,Ground,Physical,60,100,20
Calm Mind,Psychic,Status,-,101,20
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Fly,Flying,Physical,90,95,16
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Glare,Normal,Status,-,100,20
Grass Knot,Grass,Special,1,100,20
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Lash Out,Dark,Physical,75,100,8
Light Screen,Psychic,Status,-,101,20
Outrage,Dragon,Physical,120,100,12
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scale Shot,Dragon,Physical,25,90,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Steel Wing,Steel,Physical,70,90,20
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Tickle,Normal,Status,-,100,20
Tri Attack,Normal,Special,80,100,12
Uproar,Normal,Special,90,100,12
Whirlwind,Normal,Status,-,101,20
