move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Air Slash,Flying,Special,75,95,16
Assurance,Dark,Physical,60,100,12
Brick Break,Fighting,Physical,75,100,16
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Flash Cannon,Steel,Special,80,100,12
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Guillotine,Normal,Physical,1,30,8
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Kowtow Cleave,Dark,Physical,85,101,12
Lash Out,Dark,Physical,75,100,8
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mean Look,Normal,Status,-,101,8
Metal Burst,Steel,Physical,1,100,12
Metal Sound,Steel,Status,-,85,20
Night Slash,Dark,Physical,70,100,20
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Tomb,Rock,Physical,60,95,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Spite,Ghost,Status,-,100,12
Stealth Rock,Rock,Status,-,101,20
Steel Beam,Steel,Special,140,95,8
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Wave,Electric,Status,-,90,20
Torment,Dark,Status,-,100,16
X-Scissor,Bug,Physical,80,100,16
Zen Headbutt,Psychic,Physical,80,90,16
