move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Baton Pass,Normal,Status,-,101,20
Bite,Dark,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Confuse Ray,Ghost,Status,-,100,12
Crunch,Dark,Physical,80,100,16
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gunk Shot,Poison,Physical,120,80,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Ice Punch,Ice,Physical,75,100,16
Iron Tail,Steel,Physical,100,75,16
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Mean Look,Normal,Status,-,101,8
Mud Shot,Ground,Special,55,95,16
Nasty Plot,Dark,Status,-,101,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Screech,Normal,Status,-,85,20
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Swords Dance,Normal,Status,-,101,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Zen Headbutt,Psychic,Physical,80,90,16
