move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Boomburst,Normal,Special,140,100,12
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Dark Pulse,Dark,Special,80,100,16
Defog,Flying,Status,-,101,16
Double Team,Normal,Status,-,101,16
Double-Edge,Normal,Physical,120,100,16
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Flamethrower,Fire,Special,90,100,16
Fly,Flying,Physical,90,95,16
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Heat Wave,Fire,Special,95,90,12
Hurricane,Flying,Special,110,70,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Iron Tail,Steel,Physical,100,75,16
Leech Life,Bug,Physical,80,100,12
Moonlight,Fairy,Status,-,101,8
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psychic Noise,Psychic,Special,75,100,12
Rest,Psychic,Status,-,101,8
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sky Attack,Flying,Physical,140,90,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Switcheroo,Dark,Status,-,100,12
Tailwind,Flying,Status,-,101,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
Whirlwind,Normal,Status,-,101,20
Wild Charge,Electric,Physical,90,100,16
X-Scissor,Bug,Physical,80,100,16
