move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Baton Pass,Normal,Status,-,101,20
Blast Burn,Fire,Special,150,90,8
Blaze Kick,Fire,Physical,85,90,12
Bounce,Flying,Physical,85,85,8
Bulk Up,Fighting,Status,-,101,20
Burning Jealousy,Fire,Special,70,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Court Change,Normal,Status,-,100,12
Double-Edge,Normal,Physical,120,100,16
Electro Ball,Electric,Special,1,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Punch,Fire,Physical,75,100,16
Fire Spin,Fire,Special,35,85,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Hyper Beam,Normal,Special,150,90,8
Iron Head,Steel,Physical,80,100,16
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Overheat,Fire,Special,130,90,8
Protect,Normal,Status,-,101,8
Pyro Ball,Fire,Physical,120,90,8
Quick Attack,Normal,Physical,40,100,20
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Round,Normal,Special,60,100,16
Scorching Sands,Ground,Special,70,100,12
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Super Fang,Normal,Physical,1,90,12
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Temper Flare,Fire,Physical,75,100,12
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Weather Ball,Normal,Special,50,100,12
Will-O-Wisp,Fire,Status,-,85,16
Zen Headbutt,Psychic,Physical,80,90,16
