move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Baton Pass,Normal,Status,-,101,20
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Counter,Fighting,Physical,1,100,20
Crabhammer,Water,Physical,100,95,12
Cross Poison,Poison,Physical,70,100,20
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dual Wingbeat,Flying,Physical,40,90,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Fire Fang,Fire,Physical,65,95,16
Fling,Dark,Physical,1,100,12
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Ice Fang,Ice,Physical,65,95,16
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Lunge,Bug,Physical,80,100,16
Metal Claw,Steel,Physical,50,95,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Night Slash,Dark,Physical,70,100,20
Payback,Dark,Physical,50,100,12
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Poison Tail,Poison,Physical,50,100,20
Power Whip,Grass,Physical,120,85,12
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sand Tomb,Ground,Physical,35,85,16
Sandstorm,Rock,Status,-,101,8
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Snore,Normal,Special,50,100,16
Spikes,Ground,Status,-,101,20
Stealth Rock,Rock,Status,-,101,20
Steel Wing,Steel,Physical,70,90,20
Stone Edge,Rock,Physical,100,80,8
Struggle Bug,Bug,Special,50,100,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Tailwind,Flying,Status,-,101,16
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Fang,Electric,Physical,65,95,16
Toxic,Poison,Status,-,90,12
Toxic Spikes,Poison,Status,-,101,20
U-turn,Bug,Physical,70,100,20
Venoshock,Poison,Special,65,100,12
Wing Attack,Flying,Physical,60,100,20
X-Scissor,Bug,Physical,80,100,16
