move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Air Slash,Flying,Special,75,95,16
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Crunch,Dark,Physical,80,100,16
Double-Edge,Normal,Physical,120,100,16
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Dual Wingbeat,Flying,Physical,40,90,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Spin,Fire,Special,35,85,16
Flamethrower,Fire,Special,90,100,16
Fly,Flying,Physical,90,95,16
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Mud-Slap,Ground,Special,20,100,12
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Shadow Claw,Ghost,Physical,70,100,16
Slash,Normal,Physical,80,100,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Steel Wing,Steel,Physical,70,90,20
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Tailwind,Flying,Status,-,101,16
Temper Flare,Fire,Physical,75,100,12
Thrash,Normal,Physical,120,100,12
Thunder Fang,Electric,Physical,65,95,16
Zen Headbutt,Psychic,Physical,80,90,16
