move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Ally Switch,Psychic,Status,-,101,16
Ancient Power,Rock,Special,60,100,8
Aqua Jet,Water,Physical,40,100,20
Avalanche,Ice,Physical,60,100,12
Blizzard,Ice,Special,110,70,8
Bulk Up,Fighting,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Chilling Water,Water,Special,50,100,20
Confuse Ray,Ghost,Status,-,100,12
Cosmic Power,Psychic,Status,-,101,20
Dazzling Gleam,Fairy,Special,80,100,12
Dive,Water,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Endure,Normal,Status,-,101,12
Expanding Force,Psychic,Special,80,100,12
Facade,Normal,Physical,70,100,20
Flash Cannon,Steel,Special,80,100,12
Flip Turn,Water,Physical,60,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gravity,Psychic,Status,-,101,8
Gyro Ball,Steel,Physical,1,100,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Spinner,Ice,Physical,80,100,16
Icy Wind,Ice,Special,55,95,16
Light Screen,Psychic,Status,-,101,20
Liquidation,Water,Physical,85,100,12
Meteor Beam,Rock,Special,120,90,12
Minimize,Normal,Status,-,101,12
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psycho Cut,Psychic,Physical,70,100,20
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Rapid Spin,Normal,Physical,50,100,20
Recover,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scald,Water,Special,80,100,16
Self-Destruct,Normal,Physical,200,100,8
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Tri Attack,Normal,Special,80,100,12
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Whirlpool,Water,Special,35,85,16
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
