move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Ally Switch,Psychic,Status,-,101,16
Aura Sphere,Fighting,Special,80,101,20
Bite,Dark,Physical,60,100,20
Brick Break,Fighting,Physical,75,100,16
Bullet Seed,Grass,Physical,25,100,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Copycat,Normal,Status,-,101,20
Dark Pulse,Dark,Special,80,100,16
Disarming Voice,Fairy,Special,40,101,16
Double Team,Normal,Status,-,101,16
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fling,Dark,Physical,1,100,12
Flower Trick,Grass,Physical,70,101,12
Foul Play,Dark,Physical,95,100,16
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hone Claws,Dark,Status,-,101,16
Hyper Beam,Normal,Special,150,90,8
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Magical Leaf,Grass,Special,60,101,20
Mud-Slap,Ground,Special,20,100,12
Nasty Plot,Dark,Status,-,101,20
Night Slash,Dark,Physical,70,100,20
Petal Blizzard,Grass,Physical,90,100,16
Play Rough,Fairy,Physical,90,90,12
Pollen Puff,Bug,Special,90,100,16
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Quick Attack,Normal,Physical,40,100,20
Rest,Psychic,Status,-,101,8
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Solar Beam,Grass,Special,120,100,12
Spikes,Ground,Status,-,101,20
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Toxic Spikes,Poison,Status,-,101,20
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Triple Axel,Ice,Physical,20,90,12
U-turn,Bug,Physical,70,100,20
Worry Seed,Grass,Status,-,100,12
