move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Beat Up,Dark,Physical,1,100,12
Charm,Fairy,Status,-,100,20
Cotton Guard,Grass,Status,-,101,12
Cotton Spore,Grass,Status,-,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fling,Dark,Physical,1,100,12
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hyper Beam,Normal,Special,150,90,8
Leech Seed,Grass,Status,-,90,12
Light Screen,Psychic,Status,-,101,20
Memento,Dark,Status,-,100,12
Misty Terrain,Fairy,Status,-,101,12
Moonblast,Fairy,Special,95,100,16
Play Rough,Fairy,Physical,90,90,12
Poison Powder,Poison,Status,-,75,20
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stun Spore,Grass,Status,-,75,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Switcheroo,Dark,Status,-,100,12
Tailwind,Flying,Status,-,101,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Tickle,Normal,Status,-,100,20
Trick Room,Psychic,Status,-,101,8
U-turn,Bug,Physical,70,100,20
Worry Seed,Grass,Status,-,100,12
