move_name,type,category,power,accuracy,pp
Ancient Power,Rock,Special,60,100,8
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Avalanche,Ice,Physical,60,100,12
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Bulldoze,Ground,Physical,60,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Hammer Arm,Fighting,Physical,100,90,12
Head Smash,Rock,Physical,150,80,8
Heavy Slam,Steel,Physical,1,100,12
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Meteor Beam,Rock,Special,120,90,12
Mud-Slap,Ground,Special,20,100,12
Outrage,Dragon,Physical,120,100,12
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Supercell Slam,Electric,Physical,100,95,16
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Swords Dance,Normal,Status,-,101,20
Thief,Dark,Physical,60,100,20
Thrash,Normal,Physical,120,100,12
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
Uproar,Normal,Special,90,100,12
Whirlwind,Normal,Status,-,101,20
Zen Headbutt,Psychic,Physical,80,90,16
