move_name,type,category,power,accuracy,pp
Alluring Voice,Fairy,Special,80,100,12
Belch,Poison,Special,120,90,12
Bite,Dark,Physical,60,100,20
Blast Burn,Fire,Special,150,90,8
Body Slam,Normal,Physical,85,100,16
Burn Up,Fire,Special,130,100,8
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Disarming Voice,Fairy,Special,40,101,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Spin,Fire,Special,35,85,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Giga Impact,Normal,Physical,150,90,8
Heat Crash,Fire,Physical,1,100,12
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Imprison,Psychic,Status,-,101,12
Mud-Slap,Ground,Special,20,100,12
Night Shade,Ghost,Special,1,100,16
Outrage,Dragon,Physical,120,100,12
Overheat,Fire,Special,130,90,8
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Scorching Sands,Ground,Special,70,100,12
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sing,Normal,Status,-,55,16
Slack Off,Normal,Status,-,101,8
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Solar Beam,Grass,Special,120,100,12
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Temper Flare,Fire,Physical,75,100,12
Thunder Fang,Electric,Physical,65,95,16
Torch Song,Fire,Special,80,100,12
Will-O-Wisp,Fire,Status,-,85,16
Yawn,Normal,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
