move_name,type,category,power,accuracy,pp
Baby-Doll Eyes,Fairy,Status,-,100,20
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Covet,Normal,Physical,60,100,20
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Feint,Normal,Physical,30,100,12
Flash Cannon,Steel,Special,80,100,12
Flatter,Dark,Status,-,100,16
Fling,Dark,Physical,1,100,12
Foul Play,Dark,Physical,95,100,16
Gigaton Hammer,Steel,Physical,160,100,8
Hard Press,Steel,Physical,1,100,12
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
Ice Hammer,Ice,Physical,100,90,12
Knock Off,Dark,Physical,65,100,20
Light Screen,Psychic,Status,-,101,20
Metal Sound,Steel,Status,-,85,20
Play Rough,Fairy,Physical,90,90,12
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Quash,Dark,Status,-,100,16
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Screech,Normal,Status,-,85,20
Skill Swap,Psychic,Status,-,101,12
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Stealth Rock,Rock,Status,-,101,20
Steel Beam,Steel,Special,140,95,8
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sweet Kiss,Fairy,Status,-,75,12
Swords Dance,Normal,Status,-,101,20
Thief,Dark,Physical,60,100,20
Thunder Wave,Electric,Status,-,90,20
Wood Hammer,Grass,Physical,120,100,16
