move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Beat Up,Dark,Physical,1,100,12
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Double Hit,Normal,Physical,35,90,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
First Impression,Bug,Physical,100,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Knock Off,Dark,Physical,65,100,20
Lunge,Bug,Physical,80,100,16
Megahorn,Bug,Physical,120,85,12
No Retreat,Fighting,Status,-,101,8
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Screech,Normal,Status,-,85,20
Seed Bomb,Grass,Physical,80,100,16
Sleep Talk,Normal,Status,-,101,12
Smart Strike,Steel,Physical,70,101,12
Snore,Normal,Special,50,100,16
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swords Dance,Normal,Status,-,101,20
Throat Chop,Dark,Physical,80,100,16
Trailblaze,Grass,Physical,50,100,20
Upper Hand,Fighting,Physical,65,100,16
Uproar,Normal,Special,90,100,12
Zen Headbutt,Psychic,Physical,80,90,16
