move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Slash,Flying,Special,75,95,16
Attract,Normal,Status,-,100,16
Brave Bird,Flying,Physical,120,100,16
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Fly,Flying,Physical,90,95,16
Giga Impact,Normal,Physical,150,90,8
Heat Wave,Fire,Special,95,90,12
Hurricane,Flying,Special,110,70,12
Hyper Beam,Normal,Special,150,90,8
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Sky Attack,Flying,Physical,140,90,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Steel Wing,Steel,Physical,70,90,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Tailwind,Flying,Status,-,101,16
Thief,Dark,Physical,60,100,20
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Whirlwind,Normal,Status,-,101,20
