move_name,type,category,power,accuracy,pp
Ally Switch,Psychic,Status,-,101,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Burning Jealousy,Fire,Special,70,100,8
Calm Mind,Psychic,Status,-,101,20
Confuse Ray,Ghost,Status,-,100,12
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Destiny Bond,Ghost,Status,-,101,8
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Drain Punch,Fighting,Physical,75,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Focus Blast,Fighting,Special,120,70,8
Forest's Curse,Grass,Status,-,100,20
Foul Play,Dark,Physical,95,100,16
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Haze,Ice,Status,-,101,20
Hex,Ghost,Special,65,100,12
Horn Leech,Grass,Physical,75,100,12
Hyper Beam,Normal,Special,150,90,8
Imprison,Psychic,Status,-,101,12
Ingrain,Grass,Status,-,101,20
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Magical Leaf,Grass,Special,60,101,20
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Phantom Force,Ghost,Physical,90,100,12
Poison Jab,Poison,Physical,80,100,20
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Noise,Psychic,Special,75,100,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scary Face,Normal,Status,-,100,12
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Punch,Ghost,Physical,60,101,20
Skill Swap,Psychic,Status,-,101,12
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spite,Ghost,Status,-,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Thief,Dark,Physical,60,100,20
Toxic,Poison,Status,-,90,12
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Will-O-Wisp,Fire,Status,-,85,16
Wood Hammer,Grass,Physical,120,100,16
X-Scissor,Bug,Physical,80,100,16
