move_name,type,category,power,accuracy,pp
Acupressure,Normal,Status,-,101,20
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Aura Sphere,Fighting,Special,80,101,20
Axe Kick,Fighting,Physical,120,90,12
Baton Pass,Normal,Status,-,101,20
Blaze Kick,Fire,Physical,85,90,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bullet Punch,Steel,Physical,40,100,20
Calm Mind,Psychic,Status,-,101,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Detect,Fighting,Status,-,101,8
Drain Punch,Fighting,Physical,75,100,12
Dynamic Punch,Fighting,Physical,100,50,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Feint,Normal,Physical,30,100,12
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gravity,Psychic,Status,-,101,8
Guard Swap,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Imprison,Psychic,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Poison Jab,Poison,Physical,80,100,20
Power Swap,Psychic,Status,-,101,12
Power Trick,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psycho Cut,Psychic,Physical,70,100,20
Psyshock,Psychic,Special,80,100,12
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Recover,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Shadow Ball,Ghost,Special,80,100,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder Punch,Electric,Physical,75,100,16
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Upper Hand,Fighting,Physical,65,100,16
Vacuum Wave,Fighting,Special,40,100,20
Zen Headbutt,Psychic,Physical,80,90,16
