move_name,type,category,power,accuracy,pp
Ancient Power,Rock,Special,60,100,8
Aqua Cutter,Water,Physical,70,100,20
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Beat Up,Dark,Physical,1,100,12
Blizzard,Ice,Special,110,70,8
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Close Combat,Fighting,Physical,120,100,8
Cross Chop,Fighting,Physical,100,80,8
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Double Hit,Normal,Physical,35,90,12
Dragon Claw,Dragon,Physical,80,100,16
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Iron Defense,Steel,Status,-,101,16
Liquidation,Water,Physical,85,100,12
Low Kick,Fighting,Physical,1,100,20
Meteor Beam,Rock,Special,120,90,12
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Night Slash,Dark,Physical,70,100,20
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Razor Shell,Water,Physical,75,95,12
Rest,Psychic,Status,-,101,8
Rock Blast,Rock,Physical,25,90,12
Rock Polish,Rock,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sandstorm,Rock,Status,-,101,8
Scald,Water,Special,80,100,16
Screech,Normal,Status,-,85,20
Shadow Claw,Ghost,Physical,70,100,16
Shell Smash,Normal,Status,-,101,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Switcheroo,Dark,Status,-,100,12
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Uproar,Normal,Special,90,100,12
Waterfall,Water,Physical,80,100,16
Whirlpool,Water,Special,35,85,16
X-Scissor,Bug,Physical,80,100,16
