move_name,type,category,power,accuracy,pp
Ancient Power,Rock,Special,60,100,8
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Charm,Fairy,Status,-,100,20
Close Combat,Fighting,Physical,120,100,8
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Draco Meteor,Dragon,Special,130,90,8
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Fang,Fire,Physical,65,95,16
Giga Impact,Normal,Physical,150,90,8
Head Smash,Rock,Physical,150,80,8
High Horsepower,Ground,Physical,95,95,12
Horn Drill,Normal,Physical,1,30,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Lash Out,Dark,Physical,75,100,8
Meteor Beam,Rock,Special,120,90,12
Outrage,Dragon,Physical,120,100,12
Play Rough,Fairy,Physical,90,90,12
Poison Fang,Poison,Physical,50,100,16
Protect,Normal,Status,-,101,8
Psychic Fangs,Psychic,Physical,85,100,12
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Blast,Rock,Physical,25,90,12
Rock Polish,Rock,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Thrash,Normal,Physical,120,100,12
Thunder Fang,Electric,Physical,65,95,16
Zen Headbutt,Psychic,Physical,80,90,16
