move_name,type,category,power,accuracy,pp
Alluring Voice,Fairy,Special,80,100,12
Aqua Ring,Water,Status,-,101,20
Aqua Tail,Water,Physical,90,90,12
Attract,Normal,Status,-,100,16
Avalanche,Ice,Physical,60,100,12
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Coil,Poison,Status,-,101,20
Confuse Ray,Ghost,Status,-,100,12
Disarming Voice,Fairy,Special,40,101,16
Dive,Water,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Cheer,Dragon,Status,-,101,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Draining Kiss,Fairy,Special,50,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Flail,Normal,Physical,1,100,16
Flip Turn,Water,Physical,60,100,20
Giga Impact,Normal,Physical,150,90,8
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Ice Beam,Ice,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Life Dew,Water,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Mirror Coat,Psychic,Special,1,100,20
Mud Shot,Ground,Special,55,95,16
Muddy Water,Water,Special,90,85,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Rain Dance,Water,Status,-,101,8
Recover,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scald,Water,Special,80,100,16
Scale Shot,Dragon,Physical,25,90,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Tickle,Normal,Status,-,100,20
Triple Axel,Ice,Physical,20,90,12
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Weather Ball,Normal,Special,50,100,12
Whirlpool,Water,Special,35,85,16
Wrap,Normal,Physical,15,90,20
