move_name,type,category,power,accuracy,pp
Avalanche,Ice,Physical,60,100,12
Blizzard,Ice,Special,110,70,8
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Counter,Fighting,Physical,1,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Drill Run,Ground,Physical,80,95,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Punch,Fire,Physical,75,100,16
Flamethrower,Fire,Special,90,100,16
Flash Cannon,Steel,Special,80,100,12
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Guard Split,Psychic,Status,-,101,12
Hammer Arm,Fighting,Physical,100,90,12
Heat Crash,Fire,Physical,1,100,12
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Horn Drill,Normal,Physical,1,30,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Fang,Ice,Physical,65,95,16
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Mega Kick,Normal,Physical,120,75,8
Megahorn,Bug,Physical,120,85,12
Metal Burst,Steel,Physical,1,100,12
Metal Claw,Steel,Physical,50,95,20
Meteor Beam,Rock,Special,120,90,12
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Outrage,Dragon,Physical,120,100,12
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Rock Blast,Rock,Physical,25,90,12
Rock Polish,Rock,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Rock Wrecker,Rock,Physical,150,90,8
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Scorching Sands,Ground,Special,70,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Smart Strike,Steel,Physical,70,101,12
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Supercell Slam,Electric,Physical,100,95,16
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Swords Dance,Normal,Status,-,101,20
Temper Flare,Fire,Physical,75,100,12
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Fang,Electric,Physical,65,95,16
Thunder Punch,Electric,Physical,75,100,16
Thunderbolt,Electric,Special,90,100,16
Uproar,Normal,Special,90,100,12
