move_name,type,category,power,accuracy,pp
Aqua Jet,Water,Physical,40,100,20
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Close Combat,Fighting,Physical,120,100,8
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Drill Run,Ground,Physical,80,95,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Giga Impact,Normal,Physical,150,90,8
High Horsepower,Ground,Physical,95,95,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Iron Head,Steel,Physical,80,100,16
Iron Tail,Steel,Physical,100,75,16
Lash Out,Dark,Physical,75,100,8
Liquidation,Water,Physical,85,100,12
Megahorn,Bug,Physical,120,85,12
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Raging Bull,Normal,Physical,90,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Smart Strike,Steel,Physical,70,101,12
Snore,Normal,Special,50,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Swagger,Normal,Status,-,85,16
Thief,Dark,Physical,60,100,20
Thrash,Normal,Physical,120,100,12
Trailblaze,Grass,Physical,50,100,20
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
Wave Crash,Water,Physical,120,100,12
Whirlpool,Water,Special,35,85,16
Wild Charge,Electric,Physical,90,100,16
Zen Headbutt,Psychic,Physical,80,90,16
