move_name,type,category,power,accuracy,pp
Acid Spray,Poison,Special,40,100,20
Baneful Bunker,Poison,Status,-,101,8
Bite,Dark,Physical,60,100,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Chilling Water,Water,Special,50,100,20
Cross Poison,Poison,Physical,70,100,20
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
Haze,Ice,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Spinner,Ice,Physical,80,100,16
Icy Wind,Ice,Special,55,95,16
Infestation,Bug,Special,20,100,20
Iron Defense,Steel,Status,-,101,16
Light Screen,Psychic,Status,-,101,20
Liquidation,Water,Physical,85,100,12
Lunge,Bug,Physical,80,100,16
Mud Shot,Ground,Special,55,95,16
Muddy Water,Water,Special,90,85,12
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Recover,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Spit Up,Normal,Special,1,100,12
Stockpile,Normal,Status,-,101,20
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Swallow,Normal,Status,-,101,12
Tera Blast,Normal,Special,80,100,12
Toxic,Poison,Status,-,90,12
Toxic Spikes,Poison,Status,-,101,20
Venoshock,Poison,Special,65,100,12
Water Pulse,Water,Special,60,100,20
Wide Guard,Rock,Status,-,101,12
