move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Body Slam,Normal,Physical,85,100,16
Calm Mind,Psychic,Status,-,101,20
Dazzling Gleam,Fairy,Special,80,100,12
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Future Sight,Psychic,Special,120,100,12
Gravity,Psychic,Status,-,101,8
Healing Wish,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hyper Voice,Normal,Special,90,100,12
Imprison,Psychic,Status,-,101,12
Last Resort,Normal,Physical,140,100,8
Magic Room,Psychic,Status,-,101,12
Mystical Fire,Fire,Special,75,100,12
Play Rough,Fairy,Physical,90,90,12
Power Split,Psychic,Status,-,101,12
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Noise,Psychic,Special,75,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Shadow Ball,Ghost,Special,80,100,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Terrain Pulse,Normal,Special,50,100,12
Tri Attack,Normal,Special,80,100,12
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Wish,Normal,Status,-,101,8
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
