move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Amnesia,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Beat Up,Dark,Physical,1,100,12
Bite,Dark,Physical,60,100,20
Body Slam,Normal,Physical,85,100,16
Burning Jealousy,Fire,Special,70,100,8
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Confuse Ray,Ghost,Status,-,100,12
Covet,Normal,Physical,60,100,20
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Double Team,Normal,Status,-,101,16
Double-Edge,Normal,Physical,120,100,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Feint,Normal,Physical,30,100,12
Flail,Normal,Physical,1,100,16
Flatter,Dark,Status,-,100,16
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Hypnosis,Psychic,Status,-,60,20
Icy Wind,Ice,Special,55,95,16
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Nasty Plot,Dark,Status,-,101,20
Night Slash,Dark,Physical,70,100,20
Parting Shot,Dark,Status,-,100,20
Payback,Dark,Physical,50,100,12
Play Rough,Fairy,Physical,90,90,12
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Quash,Dark,Status,-,100,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Screech,Normal,Status,-,85,20
Seed Bomb,Grass,Physical,80,100,16
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Skitter Smack,Bug,Physical,70,90,12
Slash,Normal,Physical,80,100,20
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Switcheroo,Dark,Status,-,100,12
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder,Electric,Special,110,70,12
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
