move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Blizzard,Ice,Special,110,70,8
Bounce,Flying,Physical,85,85,8
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Chilling Water,Water,Special,50,100,20
Counter,Fighting,Physical,1,100,20
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Dive,Water,Physical,80,100,12
Double Team,Normal,Status,-,101,16
Endure,Normal,Status,-,101,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Flip Turn,Water,Physical,60,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gunk Shot,Poison,Physical,120,80,8
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hydro Cannon,Water,Special,150,90,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Liquidation,Water,Physical,85,100,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Night Slash,Dark,Physical,70,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Role Play,Psychic,Status,-,101,12
Round,Normal,Special,60,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Wave,Poison,Special,95,100,12
Smack Down,Rock,Physical,50,100,16
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Spikes,Ground,Status,-,101,20
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Switcheroo,Dark,Status,-,100,12
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Toxic Spikes,Poison,Status,-,101,20
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Upper Hand,Fighting,Physical,65,100,16
Water Pulse,Water,Special,60,100,20
Water Shuriken,Water,Special,15,100,20
Waterfall,Water,Physical,80,100,16
Weather Ball,Normal,Special,50,100,12
