move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Baton Pass,Normal,Status,-,101,20
Bite,Dark,Physical,60,100,20
Blast Burn,Fire,Special,150,90,8
Blaze Kick,Fire,Physical,85,90,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Burning Jealousy,Fire,Special,70,100,8
Close Combat,Fighting,Physical,120,100,8
Cross Chop,Fighting,Physical,100,80,8
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Darkest Lariat,Dark,Physical,85,100,12
Double-Edge,Normal,Physical,120,100,16
Drain Punch,Fighting,Physical,75,100,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fire Blast,Fire,Special,110,85,8
Fire Fang,Fire,Physical,65,95,16
Fire Punch,Fire,Physical,75,100,16
Fire Spin,Fire,Special,35,85,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Fury Swipes,Normal,Physical,18,80,16
Giga Impact,Normal,Physical,150,90,8
Heat Crash,Fire,Physical,1,100,12
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Iron Head,Steel,Physical,80,100,16
Lash Out,Dark,Physical,75,100,8
Leech Life,Bug,Physical,80,100,12
Lick,Ghost,Physical,30,100,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Nasty Plot,Dark,Status,-,101,20
Outrage,Dragon,Physical,120,100,12
Overheat,Fire,Special,130,90,8
Parting Shot,Dark,Status,-,100,20
Power Trip,Dark,Physical,20,100,12
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Scorching Sands,Ground,Special,70,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swagger,Normal,Status,-,85,16
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Temper Flare,Fire,Physical,75,100,12
Thief,Dark,Physical,60,100,20
Thrash,Normal,Physical,120,100,12
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Trailblaze,Grass,Physical,50,100,20
Will-O-Wisp,Fire,Status,-,85,16
