move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Cross Poison,Poison,Physical,70,100,20
Crunch,Dark,Physical,80,100,16
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Double Team,Normal,Status,-,101,16
Double-Edge,Normal,Physical,120,100,16
Dragon Cheer,Dragon,Status,-,101,16
Dragon Claw,Dragon,Physical,80,100,16
Dragon Dance,Dragon,Status,-,101,20
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Drain Punch,Fighting,Physical,75,100,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Frenzy Plant,Grass,Special,150,90,8
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Iron Tail,Steel,Physical,100,75,16
Leaf Blade,Grass,Physical,90,100,16
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Night Slash,Dark,Physical,70,100,20
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Quick Guard,Fighting,Status,-,101,16
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scale Shot,Dragon,Physical,25,90,20
Screech,Normal,Status,-,85,20
Seed Bomb,Grass,Physical,80,100,16
Shed Tail,Normal,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Solar Blade,Grass,Physical,125,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Trailblaze,Grass,Physical,50,100,20
Upper Hand,Fighting,Physical,65,100,16
Vacuum Wave,Fighting,Special,40,100,20
Worry Seed,Grass,Status,-,100,12
X-Scissor,Bug,Physical,80,100,16
