move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Assurance,Dark,Physical,60,100,12
Attract,Normal,Status,-,100,16
Baton Pass,Normal,Status,-,101,20
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bug Bite,Bug,Physical,60,100,20
Bug Buzz,Bug,Special,90,100,12
Cross Poison,Poison,Physical,70,100,20
Double Hit,Normal,Physical,35,90,12
Double-Edge,Normal,Physical,120,100,16
Drill Run,Ground,Physical,80,95,12
Dual Wingbeat,Flying,Physical,40,90,12
Electroweb,Electric,Special,55,95,16
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fell Stinger,Bug,Physical,50,100,20
Focus Energy,Normal,Status,-,101,20
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Knock Off,Dark,Physical,65,100,20
Lunge,Bug,Physical,80,100,16
Payback,Dark,Physical,50,100,12
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Pollen Puff,Bug,Special,90,100,16
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Screech,Normal,Status,-,85,20
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
String Shot,Bug,Status,-,95,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Toxic,Poison,Status,-,90,12
Toxic Spikes,Poison,Status,-,101,20
U-turn,Bug,Physical,70,100,20
Venoshock,Poison,Special,65,100,12
X-Scissor,Bug,Physical,80,100,16
