move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Calm Mind,Psychic,Status,-,101,20
Confuse Ray,Ghost,Status,-,100,12
Dark Pulse,Dark,Special,80,100,16
Dazzling Gleam,Fairy,Special,80,100,12
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Drain Punch,Fighting,Physical,75,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Feint,Normal,Physical,30,100,12
Fire Punch,Fire,Physical,75,100,16
Flatter,Dark,Status,-,100,16
Fling,Dark,Physical,1,100,12
Focus Punch,Fighting,Physical,150,100,20
Foul Play,Dark,Physical,95,100,16
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Gravity,Psychic,Status,-,101,8
Gyro Ball,Steel,Physical,1,100,8
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mean Look,Normal,Status,-,101,8
Mega Kick,Normal,Physical,120,75,8
Metal Burst,Steel,Physical,1,100,12
Metal Claw,Steel,Physical,50,95,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Night Slash,Dark,Physical,70,100,20
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Phantom Force,Ghost,Physical,90,100,12
Poison Jab,Poison,Physical,80,100,20
Poltergeist,Ghost,Physical,110,90,8
Power Gem,Rock,Special,80,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Quash,Dark,Status,-,100,16
Rain Dance,Water,Status,-,101,8
Recover,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Shadow Punch,Ghost,Physical,60,101,20
Shadow Sneak,Ghost,Physical,40,100,20
Skill Swap,Psychic,Status,-,101,12
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Torment,Dark,Status,-,100,16
Trick,Psychic,Status,-,100,12
Will-O-Wisp,Fire,Status,-,85,16
Wonder Room,Psychic,Status,-,101,12
X-Scissor,Bug,Physical,80,100,16
Zen Headbutt,Psychic,Physical,80,90,16
