move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Baby-Doll Eyes,Fairy,Status,-,100,20
Baton Pass,Normal,Status,-,101,20
Body Slam,Normal,Physical,85,100,16
Burning Jealousy,Fire,Special,70,100,8
Calm Mind,Psychic,Status,-,101,20
Charm,Fairy,Status,-,100,20
Confuse Ray,Ghost,Status,-,100,12
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Disable,Normal,Status,-,100,20
Double-Edge,Normal,Physical,120,100,16
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Extrasensory,Psychic,Special,80,100,20
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fire Blast,Fire,Special,110,85,8
Fire Spin,Fire,Special,35,85,16
Flail,Normal,Physical,1,100,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Healing Wish,Psychic,Status,-,101,12
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Howl,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Imprison,Psychic,Status,-,101,12
Inferno,Fire,Special,100,50,8
Iron Tail,Steel,Physical,100,75,16
Memento,Dark,Status,-,100,12
Mystical Fire,Fire,Special,75,100,12
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Overheat,Fire,Special,130,90,8
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Quick Attack,Normal,Physical,40,100,20
Rest,Psychic,Status,-,101,8
Roar,Normal,Status,-,101,20
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scorching Sands,Ground,Special,70,100,12
Shadow Ball,Ghost,Special,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spite,Ghost,Status,-,100,12
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Tail Slap,Normal,Physical,25,85,12
Weather Ball,Normal,Special,50,100,12
Will-O-Wisp,Fire,Status,-,85,16
Zen Headbutt,Psychic,Physical,80,90,16
