move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Aqua Ring,Water,Status,-,101,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Brave Bird,Flying,Physical,120,100,16
Chilling Water,Water,Special,50,100,20
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Fling,Dark,Physical,1,100,12
Fly,Flying,Physical,90,95,16
Giga Impact,Normal,Physical,150,90,8
Gunk Shot,Poison,Physical,120,80,8
Helping Hand,Normal,Status,-,101,20
Hurricane,Flying,Special,110,70,12
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Icy Wind,Ice,Special,55,95,16
Knock Off,Dark,Physical,65,100,20
Liquidation,Water,Physical,85,100,12
Muddy Water,Water,Special,90,85,12
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Seed Bomb,Grass,Physical,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Soak,Water,Status,-,100,20
Spit Up,Normal,Special,1,100,12
Steel Wing,Steel,Physical,70,90,20
Stockpile,Normal,Status,-,101,20
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Swallow,Normal,Status,-,101,12
Tailwind,Flying,Status,-,101,16
Thief,Dark,Physical,60,100,20
U-turn,Bug,Physical,70,100,20
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Weather Ball,Normal,Special,50,100,12
Whirlpool,Water,Special,35,85,16
Wide Guard,Rock,Status,-,101,12
