move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Assurance,Dark,Physical,60,100,12
Aura Sphere,Fighting,Special,80,101,20
Baton Pass,Normal,Status,-,101,20
Blast Burn,Fire,Special,150,90,8
Blaze Kick,Fire,Physical,85,90,12
Body Slam,Normal,Physical,85,100,16
Bounce,Flying,Physical,85,85,8
Brave Bird,Flying,Physical,120,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Counter,Fighting,Physical,1,100,20
Crush Claw,Normal,Physical,75,95,12
Curse,Ghost,Status,-,101,12
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Feint,Normal,Physical,30,100,12
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Fire Spin,Fire,Special,35,85,16
Flame Charge,Fire,Physical,50,100,20
Flamethrower,Fire,Special,90,100,16
Flare Blitz,Fire,Physical,120,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Heat Crash,Fire,Physical,1,100,12
Heat Wave,Fire,Special,95,90,12
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Hyper Beam,Normal,Special,150,90,8
Knock Off,Dark,Physical,65,100,20
Last Resort,Normal,Physical,140,100,8
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Mud-Slap,Ground,Special,20,100,12
Night Slash,Dark,Physical,70,100,20
Overheat,Fire,Special,130,90,8
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scorching Sands,Ground,Special,70,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swords Dance,Normal,Status,-,101,20
Temper Flare,Fire,Physical,75,100,12
Thief,Dark,Physical,60,100,20
Thunder Punch,Electric,Physical,75,100,16
U-turn,Bug,Physical,70,100,20
Upper Hand,Fighting,Physical,65,100,16
Uproar,Normal,Special,90,100,12
Vacuum Wave,Fighting,Special,40,100,20
Will-O-Wisp,Fire,Status,-,85,16
