move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Air Slash,Flying,Special,75,95,16
Alluring Voice,Fairy,Special,80,100,12
Amnesia,Psychic,Status,-,101,20
Baton Pass,Normal,Status,-,101,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Bounce,Flying,Physical,85,85,8
Brick Break,Fighting,Physical,75,100,16
Calm Mind,Psychic,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Copycat,Normal,Status,-,101,20
Cosmic Power,Psychic,Status,-,101,20
Dazzling Gleam,Fairy,Special,80,100,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Dual Wingbeat,Flying,Physical,40,90,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Fire Blast,Fire,Special,110,85,8
Fire Punch,Fire,Physical,75,100,16
Flamethrower,Fire,Special,90,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Follow Me,Normal,Status,-,101,20
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gravity,Psychic,Status,-,101,8
Heal Pulse,Psychic,Status,-,101,12
Healing Wish,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Knock Off,Dark,Physical,65,100,20
Life Dew,Water,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Meteor Beam,Rock,Special,120,90,12
Meteor Mash,Steel,Physical,90,90,12
Misty Explosion,Fairy,Special,100,100,8
Misty Terrain,Fairy,Status,-,101,12
Moonblast,Fairy,Special,95,100,16
Moonlight,Fairy,Status,-,101,8
Mystical Fire,Fire,Special,75,100,12
Night Shade,Ghost,Special,1,100,16
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Shadow Ball,Ghost,Special,80,100,16
Sing,Normal,Status,-,55,16
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Stealth Rock,Rock,Status,-,101,20
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Sweet Kiss,Fairy,Status,-,75,12
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Tickle,Normal,Status,-,100,20
Tri Attack,Normal,Special,80,100,12
Trick,Psychic,Status,-,100,12
Uproar,Normal,Special,90,100,12
Water Pulse,Water,Special,60,100,20
Wish,Normal,Status,-,101,12
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
