move_name,type,category,power,accuracy,pp
Ally Switch,Psychic,Status,-,101,16
Astonish,Ghost,Physical,30,100,16
Attract,Normal,Status,-,100,16
Brutal Swing,Dark,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Confuse Ray,Ghost,Status,-,100,12
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Destiny Bond,Ghost,Status,-,101,8
Disable,Normal,Status,-,100,20
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Explosion,Normal,Physical,250,100,8
Facade,Normal,Physical,70,100,20
Fire Blast,Fire,Special,110,85,8
Flamethrower,Fire,Special,90,100,16
Focus Blast,Fighting,Special,120,70,8
Foul Play,Dark,Physical,95,100,16
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Gyro Ball,Steel,Physical,1,100,8
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Imprison,Psychic,Status,-,101,12
Leech Seed,Grass,Status,-,90,12
Light Screen,Psychic,Status,-,101,20
Moonblast,Fairy,Special,95,100,16
Mystical Fire,Fire,Special,75,100,12
Nasty Plot,Dark,Status,-,101,20
Pain Split,Normal,Status,-,101,20
Phantom Force,Ghost,Physical,90,100,12
Poltergeist,Ghost,Physical,110,90,8
Power Whip,Grass,Physical,120,85,12
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Scary Face,Normal,Status,-,100,12
Seed Bomb,Grass,Physical,80,100,16
Self-Destruct,Normal,Physical,200,100,8
Shadow Ball,Ghost,Special,80,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skill Swap,Psychic,Status,-,101,12
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Thief,Dark,Physical,60,100,20
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Trick-or-Treat,Ghost,Status,-,100,20
Will-O-Wisp,Fire,Status,-,85,16
Worry Seed,Grass,Status,-,100,12
