move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Agility,Psychic,Status,-,101,20
Aqua Jet,Water,Physical,40,100,20
Aqua Tail,Water,Physical,90,90,12
Aura Sphere,Fighting,Special,80,101,20
Blizzard,Ice,Special,110,70,8
Body Slam,Normal,Physical,85,100,16
Boomburst,Normal,Special,140,100,12
Bounce,Flying,Physical,85,85,8
Bulk Up,Fighting,Status,-,101,20
Charm,Fairy,Status,-,100,20
Chilling Water,Water,Special,50,100,20
Close Combat,Fighting,Physical,120,100,8
Counter,Fighting,Physical,1,100,20
Disarming Voice,Fairy,Special,40,101,16
Dive,Water,Physical,80,100,12
Double Hit,Normal,Physical,35,90,12
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fling,Dark,Physical,1,100,12
Flip Turn,Water,Physical,60,100,20
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Hard Press,Steel,Physical,1,100,12
Haze,Ice,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Beam,Ice,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Iron Head,Steel,Physical,80,100,16
Jet Punch,Water,Physical,60,100,16
Liquidation,Water,Physical,85,100,12
Outrage,Dragon,Physical,120,100,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Sleep Talk,Normal,Status,-,101,12
Substitute,Normal,Status,-,101,12
Surf,Water,Special,90,100,16
Taunt,Dark,Status,-,100,20
Throat Chop,Dark,Physical,80,100,16
Tickle,Normal,Status,-,100,20
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Wave Crash,Water,Physical,120,100,12
Whirlpool,Water,Special,35,85,16
Zen Headbutt,Psychic,Physical,80,90,16
