move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Aura Sphere,Fighting,Special,80,101,20
Bite,Dark,Physical,60,100,20
Blaze Kick,Fire,Physical,85,90,12
Body Slam,Normal,Physical,85,100,16
Bone Rush,Ground,Physical,30,90,12
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Bullet Punch,Steel,Physical,40,100,20
Calm Mind,Psychic,Status,-,101,20
Circle Throw,Fighting,Physical,60,90,12
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Copycat,Normal,Status,-,101,20
Counter,Fighting,Physical,1,100,20
Cross Chop,Fighting,Physical,100,80,8
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Dragon Pulse,Dragon,Special,85,100,12
Drain Punch,Fighting,Physical,75,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Extreme Speed,Normal,Physical,80,100,8
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Final Gambit,Fighting,Special,1,100,8
Flash Cannon,Steel,Special,80,100,12
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Heal Pulse,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Howl,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Iron Defense,Steel,Status,-,101,16
Iron Tail,Steel,Physical,100,75,16
Life Dew,Water,Status,-,101,12
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Metal Claw,Steel,Physical,50,95,20
Metal Sound,Steel,Status,-,85,20
Meteor Mash,Steel,Physical,90,90,12
Nasty Plot,Dark,Status,-,101,20
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Quick Attack,Normal,Physical,40,100,20
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Roar,Normal,Status,-,101,20
Rock Slide,Rock,Physical,75,90,12
Rock Smash,Fighting,Physical,40,100,16
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Screech,Normal,Status,-,85,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Steel Beam,Steel,Special,140,95,8
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Terrain Pulse,Normal,Special,50,100,12
Thunder Punch,Electric,Physical,75,100,16
Trailblaze,Grass,Physical,50,100,20
Upper Hand,Fighting,Physical,65,100,16
Vacuum Wave,Fighting,Special,40,100,20
Water Pulse,Water,Special,60,100,20
Zen Headbutt,Psychic,Physical,80,90,16
