move_name,type,category,power,accuracy,pp
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bug Bite,Bug,Physical,60,100,20
Bug Buzz,Bug,Special,90,100,12
Bulldoze,Ground,Physical,60,100,20
Counter,Fighting,Physical,1,100,20
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Drill Run,Ground,Physical,80,95,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Explosion,Normal,Physical,250,100,8
Facade,Normal,Physical,70,100,20
Flail,Normal,Physical,1,100,16
Flash Cannon,Steel,Special,80,100,12
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Gravity,Psychic,Status,-,101,8
Gyro Ball,Steel,Physical,1,100,8
Hard Press,Steel,Physical,1,100,12
Heavy Slam,Steel,Physical,1,100,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ice Spinner,Ice,Physical,80,100,16
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Light Screen,Psychic,Status,-,101,20
Lunge,Bug,Physical,80,100,16
Magnet Rise,Electric,Status,-,101,12
Metal Sound,Steel,Status,-,85,20
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Pin Missile,Bug,Physical,25,95,20
Poison Jab,Poison,Physical,80,100,20
Pounce,Bug,Physical,50,100,20
Power Trick,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Rapid Spin,Normal,Physical,50,100,20
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sand Tomb,Ground,Physical,35,85,16
Sandstorm,Rock,Status,-,101,8
Seed Bomb,Grass,Physical,80,100,16
Self-Destruct,Normal,Physical,200,100,8
Sleep Talk,Normal,Status,-,101,12
Smart Strike,Steel,Physical,70,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Spikes,Ground,Status,-,101,20
Stealth Rock,Rock,Status,-,101,20
Steel Beam,Steel,Special,140,95,8
Steel Roller,Steel,Physical,130,100,8
Stone Edge,Rock,Physical,100,80,8
Struggle Bug,Bug,Special,50,100,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Thunder Wave,Electric,Status,-,90,20
Toxic Spikes,Poison,Status,-,101,20
Venoshock,Poison,Special,65,100,12
Volt Switch,Electric,Special,70,100,20
Zap Cannon,Electric,Special,120,50,8
