move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Beat Up,Dark,Physical,1,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulk Up,Fighting,Status,-,101,20
Bulldoze,Ground,Physical,60,100,20
Bullet Punch,Steel,Physical,40,100,20
Circle Throw,Fighting,Physical,60,90,12
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Comeuppance,Dark,Physical,1,100,12
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Darkest Lariat,Dark,Physical,85,100,12
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Dragon Claw,Dragon,Physical,80,100,16
Drain Punch,Fighting,Physical,75,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gunk Shot,Poison,Physical,120,80,8
Hammer Arm,Fighting,Physical,100,90,12
Headlong Rush,Ground,Physical,120,100,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Ice Punch,Ice,Physical,75,100,16
Iron Head,Steel,Physical,80,100,16
Knock Off,Dark,Physical,65,100,20
Lash Out,Dark,Physical,75,100,8
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Night Slash,Dark,Physical,70,100,20
Outrage,Dragon,Physical,120,100,12
Parting Shot,Dark,Status,-,100,20
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Power Trip,Dark,Physical,20,100,12
Protect,Normal,Status,-,101,8
Quash,Dark,Status,-,100,16
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Seismic Toss,Fighting,Physical,1,100,20
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Storm Throw,Fighting,Physical,60,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Surf,Water,Special,90,100,16
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Uproar,Normal,Special,90,100,12
Work Up,Normal,Status,-,101,20
X-Scissor,Bug,Physical,80,100,16
Zen Headbutt,Psychic,Physical,80,90,16
