move_name,type,category,power,accuracy,pp
Ally Switch,Psychic,Status,-,101,16
Body Slam,Normal,Physical,85,100,16
Burning Jealousy,Fire,Special,70,100,8
Calm Mind,Psychic,Status,-,101,20
Confuse Ray,Ghost,Status,-,100,12
Curse,Ghost,Status,-,101,12
Dark Pulse,Dark,Special,80,100,16
Destiny Bond,Ghost,Status,-,101,8
Disable,Normal,Status,-,100,20
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hex,Ghost,Special,65,100,12
Hyper Beam,Normal,Special,150,90,8
Hypnosis,Psychic,Status,-,60,20
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Lash Out,Dark,Physical,75,100,8
Memento,Dark,Status,-,100,12
Nasty Plot,Dark,Status,-,101,20
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Phantom Force,Ghost,Physical,90,100,12
Poltergeist,Ghost,Physical,110,90,8
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Shadow Ball,Ghost,Special,80,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snarl,Dark,Special,55,95,16
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Sunny Day,Fire,Status,-,101,8
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Toxic,Poison,Status,-,90,12
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Uproar,Normal,Special,90,100,12
Will-O-Wisp,Fire,Status,-,85,16
Wonder Room,Psychic,Status,-,101,12
