move_name,type,category,power,accuracy,pp
Acid Spray,Poison,Special,40,100,20
After You,Normal,Status,-,101,16
Attract,Normal,Status,-,100,16
Body Slam,Normal,Physical,85,100,16
Bullet Seed,Grass,Physical,25,100,20
Charm,Fairy,Status,-,100,20
Corrosive Gas,Poison,Status,-,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Flail,Normal,Physical,1,100,16
Fling,Dark,Physical,1,100,12
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Ingrain,Grass,Status,-,101,20
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Moonblast,Fairy,Special,95,100,16
Moonlight,Fairy,Status,-,101,8
Petal Blizzard,Grass,Physical,90,100,16
Petal Dance,Grass,Special,120,100,12
Poison Powder,Poison,Status,-,75,20
Pollen Puff,Bug,Special,90,100,16
Protect,Normal,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Seed Bomb,Grass,Physical,80,100,16
Sleep Powder,Grass,Status,-,75,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Solar Blade,Grass,Physical,125,100,12
Strength Sap,Grass,Status,-,100,12
Stun Spore,Grass,Status,-,75,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Sweet Scent,Normal,Status,-,100,20
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Teeter Dance,Normal,Status,-,100,20
Tickle,Normal,Status,-,100,20
Toxic,Poison,Status,-,90,12
Trailblaze,Grass,Physical,50,100,20
Venoshock,Poison,Special,65,100,12
Weather Ball,Normal,Special,50,100,12
