move_name,type,category,power,accuracy,pp
Attract,Normal,Status,-,100,16
Bind,Normal,Physical,15,85,20
Bounce,Flying,Physical,85,85,8
Bulldoze,Ground,Physical,60,100,20
Counter,Fighting,Physical,1,100,20
Crunch,Dark,Physical,80,100,16
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fissure,Ground,Physical,1,30,8
Flail,Normal,Physical,1,100,16
Flash Cannon,Steel,Special,80,100,12
Foul Play,Dark,Physical,95,100,16
Ice Fang,Ice,Physical,65,95,16
Iron Defense,Steel,Status,-,101,16
Lash Out,Dark,Physical,75,100,8
Metal Claw,Steel,Physical,50,95,20
Metal Sound,Steel,Status,-,85,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Muddy Water,Water,Special,90,85,12
Pain Split,Normal,Status,-,101,20
Payback,Dark,Physical,50,100,12
Protect,Normal,Status,-,101,8
Rain Dance,Water,Status,-,101,8
Reflect Type,Normal,Status,-,101,16
Rest,Psychic,Status,-,101,8
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scald,Water,Special,80,100,16
Screech,Normal,Status,-,85,20
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Sludge Wave,Poison,Special,95,100,12
Snap Trap,Steel,Physical,35,100,16
Snore,Normal,Special,50,100,16
Spite,Ghost,Status,-,100,12
Stealth Rock,Rock,Status,-,101,20
Steel Beam,Steel,Special,140,95,8
Stomping Tantrum,Ground,Physical,75,100,12
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Surf,Water,Special,90,100,16
Terrain Pulse,Normal,Special,50,100,12
Thunder Wave,Electric,Status,-,90,20
Uproar,Normal,Special,90,100,12
Yawn,Normal,Status,-,101,12
