move_name,type,category,power,accuracy,pp
Assurance,Dark,Physical,60,100,12
Bite,Dark,Physical,60,100,20
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Burning Jealousy,Fire,Special,70,100,8
Chilling Water,Water,Special,50,100,20
Crunch,Dark,Physical,80,100,16
Dark Pulse,Dark,Special,80,100,16
Dazzling Gleam,Fairy,Special,80,100,12
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fake Out,Normal,Physical,40,100,12
Fake Tears,Dark,Status,-,100,20
Fire Punch,Fire,Physical,75,100,16
Flatter,Dark,Status,-,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Focus Energy,Normal,Status,-,101,20
Focus Punch,Fighting,Physical,150,100,20
Foul Play,Dark,Physical,95,100,16
Giga Impact,Normal,Physical,150,90,8
Hammer Arm,Fighting,Physical,100,90,12
Hyper Beam,Normal,Special,150,90,8
Ice Punch,Ice,Physical,75,100,16
Imprison,Psychic,Status,-,101,12
Lash Out,Dark,Physical,75,100,8
Leech Life,Bug,Physical,80,100,12
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Misty Terrain,Fairy,Status,-,101,12
Nasty Plot,Dark,Status,-,101,20
Parting Shot,Dark,Status,-,100,20
Play Rough,Fairy,Physical,90,90,12
Power Swap,Psychic,Status,-,101,12
Power Whip,Grass,Physical,120,85,12
Protect,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scary Face,Normal,Status,-,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Spirit Break,Fairy,Physical,75,100,16
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Superpower,Fighting,Physical,120,100,8
Swagger,Normal,Status,-,85,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Torment,Dark,Status,-,100,16
Trailblaze,Grass,Physical,50,100,20
Trick,Psychic,Status,-,100,12
Uproar,Normal,Special,90,100,12
Wonder Room,Psychic,Status,-,101,12
