move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Slash,Flying,Special,75,95,16
Assurance,Dark,Physical,60,100,12
Baton Pass,Normal,Status,-,101,20
Body Press,Fighting,Physical,80,100,12
Body Slam,Normal,Physical,85,100,16
Bounce,Flying,Physical,85,85,8
Brave Bird,Flying,Physical,120,100,16
Brick Break,Fighting,Physical,75,100,16
Bulk Up,Fighting,Status,-,101,20
Close Combat,Fighting,Physical,120,100,8
Coaching,Fighting,Status,-,101,12
Cross Chop,Fighting,Physical,100,80,8
Defog,Flying,Status,-,101,16
Detect,Fighting,Status,-,101,8
Dig,Ground,Physical,80,100,12
Drain Punch,Fighting,Physical,75,100,12
Dual Wingbeat,Flying,Physical,40,90,12
Encore,Normal,Status,-,100,8
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Entrainment,Normal,Status,-,100,16
Facade,Normal,Physical,70,100,20
Feather Dance,Flying,Status,-,100,16
Feint,Normal,Physical,30,100,12
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Fly,Flying,Physical,90,95,16
Flying Press,Fighting,Physical,100,95,12
Focus Blast,Fighting,Special,120,70,8
Focus Punch,Fighting,Physical,150,100,20
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Helping Hand,Normal,Status,-,101,20
High Jump Kick,Fighting,Physical,130,90,12
Hone Claws,Dark,Status,-,101,16
Hyper Beam,Normal,Special,150,90,8
Iron Head,Steel,Physical,80,100,16
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Lunge,Bug,Physical,80,100,16
Mean Look,Normal,Status,-,101,8
Mega Kick,Normal,Physical,120,75,8
Payback,Dark,Physical,50,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Roost,Flying,Status,-,101,8
Round,Normal,Special,60,100,16
Sky Attack,Flying,Physical,140,90,8
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Steel Wing,Steel,Physical,70,90,20
Stone Edge,Rock,Physical,100,80,8
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Superpower,Fighting,Physical,120,100,8
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Throat Chop,Dark,Physical,80,100,16
Thunder Punch,Electric,Physical,75,100,16
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Upper Hand,Fighting,Physical,65,100,16
Uproar,Normal,Special,90,100,12
X-Scissor,Bug,Physical,80,100,16
Zen Headbutt,Psychic,Physical,80,90,16
