move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Attract,Normal,Status,-,100,16
Body Slam,Normal,Physical,85,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brutal Swing,Dark,Physical,60,100,20
Bullet Seed,Grass,Physical,25,100,20
Calm Mind,Psychic,Status,-,101,20
Coil,Poison,Status,-,101,20
Double-Edge,Normal,Physical,120,100,16
Dragon Pulse,Dragon,Special,85,100,12
Dragon Tail,Dragon,Physical,60,90,12
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Frenzy Plant,Grass,Special,150,90,8
Gastro Acid,Poison,Status,-,100,12
Giga Drain,Grass,Special,75,100,12
Giga Impact,Normal,Physical,150,90,8
Glare,Normal,Status,-,100,20
Grass Knot,Grass,Special,1,100,20
Grassy Glide,Grass,Physical,55,100,20
Grassy Terrain,Grass,Status,-,101,12
Growth,Grass,Status,-,101,20
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Iron Tail,Steel,Physical,100,75,16
Knock Off,Dark,Physical,65,100,20
Leaf Blade,Grass,Physical,90,100,16
Leaf Storm,Grass,Special,130,90,8
Leech Seed,Grass,Status,-,90,12
Light Screen,Psychic,Status,-,101,20
Magical Leaf,Grass,Special,60,101,20
Mean Look,Normal,Status,-,101,8
Mirror Coat,Psychic,Special,1,100,20
Outrage,Dragon,Physical,120,100,12
Petal Blizzard,Grass,Physical,90,100,16
Protect,Normal,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scale Shot,Dragon,Physical,25,90,20
Scary Face,Normal,Status,-,100,12
Seed Bomb,Grass,Physical,80,100,16
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Sweet Scent,Normal,Status,-,100,20
Swords Dance,Normal,Status,-,101,20
Synthesis,Grass,Status,-,101,8
Taunt,Dark,Status,-,100,20
Trailblaze,Grass,Physical,50,100,20
Wrap,Normal,Physical,15,90,20
