move_name,type,category,power,accuracy,pp
After You,Normal,Status,-,101,16
Amnesia,Psychic,Status,-,101,20
Attract,Normal,Status,-,100,16
Calm Mind,Psychic,Status,-,101,20
Charm,Fairy,Status,-,100,20
Copycat,Normal,Status,-,101,20
Cotton Guard,Grass,Status,-,101,12
Cotton Spore,Grass,Status,-,100,20
Dazzling Gleam,Fairy,Special,80,100,12
Drain Punch,Fighting,Physical,75,100,12
Draining Kiss,Fairy,Special,50,100,12
Endeavor,Normal,Physical,1,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Facade,Normal,Physical,70,100,20
Fake Tears,Dark,Status,-,100,20
Flamethrower,Fire,Special,90,100,16
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Light Screen,Psychic,Status,-,101,20
Misty Explosion,Fairy,Special,100,100,8
Play Rough,Fairy,Physical,90,90,12
Protect,Normal,Status,-,101,8
Psychic,Psychic,Special,90,100,12
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Sticky Web,Bug,Status,-,101,20
String Shot,Bug,Status,-,95,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Sweet Scent,Normal,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder,Electric,Special,110,70,12
Thunderbolt,Electric,Special,90,100,16
Wish,Normal,Status,-,101,12
Yawn,Normal,Status,-,101,12
