move_name,type,category,power,accuracy,pp
Agility,Psychic,Status,-,101,20
Ally Switch,Psychic,Status,-,101,16
Attract,Normal,Status,-,100,16
Breaking Swipe,Dragon,Physical,60,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Charge,Electric,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Dark Pulse,Dark,Special,80,100,16
Dig,Ground,Physical,80,100,12
Discharge,Electric,Special,80,100,16
Dragon Pulse,Dragon,Special,85,100,12
Dragon Rush,Dragon,Physical,100,75,12
Dragon Tail,Dragon,Physical,60,90,12
Eerie Impulse,Electric,Status,-,100,16
Electric Terrain,Electric,Status,-,101,12
Electrify,Electric,Status,-,101,20
Electro Ball,Electric,Special,1,100,12
Electroweb,Electric,Special,55,95,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Glare,Normal,Status,-,100,20
Grass Knot,Grass,Special,1,100,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Iron Tail,Steel,Physical,100,75,16
Light Screen,Psychic,Status,-,101,20
Low Kick,Fighting,Physical,1,100,20
Low Sweep,Fighting,Physical,65,100,20
Mega Kick,Normal,Physical,120,75,8
Morning Sun,Normal,Status,-,101,8
Mud-Slap,Ground,Special,20,100,12
Parabolic Charge,Electric,Special,65,100,20
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Rising Voltage,Electric,Special,70,100,20
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sandstorm,Rock,Status,-,101,8
Scale Shot,Dragon,Physical,25,90,20
Shed Tail,Normal,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Solar Beam,Grass,Special,120,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Surf,Water,Special,90,100,16
Swift,Normal,Special,60,101,20
Thunder,Electric,Special,110,70,12
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Volt Switch,Electric,Special,70,100,20
Weather Ball,Normal,Special,50,100,12
Wild Charge,Electric,Physical,90,100,16
