move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Aqua Jet,Water,Physical,40,100,20
Aqua Ring,Water,Status,-,101,20
Baton Pass,Normal,Status,-,101,20
Bind,Normal,Physical,15,85,20
Blizzard,Ice,Special,110,70,8
Bounce,Flying,Physical,85,85,8
Breaking Swipe,Dragon,Physical,60,100,16
Chilling Water,Water,Special,50,100,20
Dark Pulse,Dark,Special,80,100,16
Dive,Water,Physical,80,100,12
Double Team,Normal,Status,-,101,16
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fell Stinger,Bug,Physical,50,100,20
Fling,Dark,Physical,1,100,12
Flip Turn,Water,Physical,60,100,20
Focus Energy,Normal,Status,-,101,20
Giga Impact,Normal,Physical,150,90,8
Haze,Ice,Status,-,101,20
Hydro Cannon,Water,Special,150,90,8
Hydro Pump,Water,Special,110,80,8
Hyper Beam,Normal,Special,150,90,8
Ice Beam,Ice,Special,90,100,12
Ice Shard,Ice,Physical,40,100,20
Icicle Spear,Ice,Physical,25,100,20
Icy Wind,Ice,Special,55,95,16
Light Screen,Psychic,Status,-,101,20
Liquidation,Water,Physical,85,100,12
Mud Shot,Ground,Special,55,95,16
Muddy Water,Water,Special,90,85,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Scald,Water,Special,80,100,16
Scale Shot,Dragon,Physical,25,90,20
Shadow Ball,Ghost,Special,80,100,16
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Snipe Shot,Water,Special,85,100,16
Snore,Normal,Special,50,100,16
Snowscape,Ice,Status,-,101,8
Soak,Water,Status,-,100,20
Substitute,Normal,Status,-,101,12
Sucker Punch,Dark,Physical,70,100,8
Surf,Water,Special,90,100,16
Swords Dance,Normal,Status,-,101,20
Taunt,Dark,Status,-,100,20
Tearful Look,Normal,Status,-,101,20
U-turn,Bug,Physical,70,100,20
Vacuum Wave,Fighting,Special,40,100,20
Water Pulse,Water,Special,60,100,20
Waterfall,Water,Physical,80,100,16
Weather Ball,Normal,Special,50,100,12
Whirlpool,Water,Special,35,85,16
