move_name,type,category,power,accuracy,pp
Alluring Voice,Fairy,Special,80,100,12
Aura Sphere,Fighting,Special,80,101,20
Body Slam,Normal,Physical,85,100,16
Calm Mind,Psychic,Status,-,101,20
Charge Beam,Electric,Special,50,90,12
Charm,Fairy,Status,-,100,20
Confuse Ray,Ghost,Status,-,100,12
Dazzling Gleam,Fairy,Special,80,100,12
Destiny Bond,Ghost,Status,-,101,8
Disable,Normal,Status,-,100,20
Double Team,Normal,Status,-,101,16
Draining Kiss,Fairy,Special,50,100,12
Encore,Normal,Status,-,100,8
Endure,Normal,Status,-,101,12
Energy Ball,Grass,Special,90,100,12
Expanding Force,Psychic,Special,80,100,12
Facade,Normal,Physical,70,100,20
Fire Punch,Fire,Physical,75,100,16
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Future Sight,Psychic,Special,120,100,12
Giga Impact,Normal,Physical,150,90,8
Grass Knot,Grass,Special,1,100,20
Gravity,Psychic,Status,-,101,8
Guard Swap,Psychic,Status,-,101,12
Heal Pulse,Psychic,Status,-,101,12
Healing Wish,Psychic,Status,-,101,12
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Hyper Voice,Normal,Special,90,100,12
Hypnosis,Psychic,Status,-,60,20
Ice Punch,Ice,Physical,75,100,16
Icy Wind,Ice,Special,55,95,16
Imprison,Psychic,Status,-,101,12
Knock Off,Dark,Physical,65,100,20
Life Dew,Water,Status,-,101,12
Light Screen,Psychic,Status,-,101,20
Magic Room,Psychic,Status,-,101,12
Mean Look,Normal,Status,-,101,8
Memento,Dark,Status,-,100,12
Misty Explosion,Fairy,Special,100,100,8
Misty Terrain,Fairy,Status,-,101,12
Moonblast,Fairy,Special,95,100,16
Mystical Fire,Fire,Special,75,100,12
Night Shade,Ghost,Special,1,100,16
Pain Split,Normal,Status,-,101,20
Power Swap,Psychic,Status,-,101,12
Protect,Normal,Status,-,101,8
Psych Up,Normal,Status,-,101,12
Psychic,Psychic,Special,90,100,12
Psychic Noise,Psychic,Special,75,100,12
Psychic Terrain,Psychic,Status,-,101,12
Psyshock,Psychic,Special,80,100,12
Rain Dance,Water,Status,-,101,8
Reflect,Psychic,Status,-,101,20
Rest,Psychic,Status,-,101,8
Round,Normal,Special,60,100,16
Safeguard,Normal,Status,-,101,20
Shadow Ball,Ghost,Special,80,100,16
Shadow Sneak,Ghost,Physical,40,100,20
Skill Swap,Psychic,Status,-,101,12
Sleep Talk,Normal,Status,-,101,12
Snore,Normal,Special,50,100,16
Stored Power,Psychic,Special,20,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swagger,Normal,Status,-,85,16
Taunt,Dark,Status,-,100,20
Thief,Dark,Physical,60,100,20
Thunder Punch,Electric,Physical,75,100,16
Thunder Wave,Electric,Status,-,90,20
Thunderbolt,Electric,Special,90,100,16
Trick,Psychic,Status,-,100,12
Trick Room,Psychic,Status,-,101,8
Triple Axel,Ice,Physical,20,90,12
Vacuum Wave,Fighting,Special,40,100,20
Will-O-Wisp,Fire,Status,-,85,16
Wish,Normal,Status,-,101,12
Wonder Room,Psychic,Status,-,101,12
Zen Headbutt,Psychic,Physical,80,90,16
