move_name,type,category,power,accuracy,pp
Acrobatics,Flying,Physical,55,100,16
Aerial Ace,Flying,Physical,60,101,20
Agility,Psychic,Status,-,101,20
Air Cutter,Flying,Special,60,95,20
Air Slash,Flying,Special,75,95,16
Ancient Power,Rock,Special,60,100,8
Baton Pass,Normal,Status,-,101,20
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bug Bite,Bug,Physical,60,100,20
Bug Buzz,Bug,Special,90,100,12
Close Combat,Fighting,Physical,120,100,8
Counter,Fighting,Physical,1,100,20
Defog,Flying,Status,-,101,16
Double Hit,Normal,Physical,35,90,12
Double Team,Normal,Status,-,101,16
Double-Edge,Normal,Physical,120,100,16
Dual Wingbeat,Flying,Physical,40,90,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Feint,Normal,Physical,30,100,12
Focus Energy,Normal,Status,-,101,20
Fury Cutter,Bug,Physical,40,95,20
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
Hyper Beam,Normal,Special,150,90,8
Light Screen,Psychic,Status,-,101,20
Lunge,Bug,Physical,80,100,16
Night Slash,Dark,Physical,70,100,20
Pounce,Bug,Physical,50,100,20
Protect,Normal,Status,-,101,8
Quick Attack,Normal,Physical,40,100,20
Quick Guard,Fighting,Status,-,101,16
Rain Dance,Water,Status,-,101,8
Rest,Psychic,Status,-,101,8
Reversal,Fighting,Physical,1,100,16
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Skitter Smack,Bug,Physical,70,90,12
Sleep Talk,Normal,Status,-,101,12
Smack Down,Rock,Physical,50,100,16
Stealth Rock,Rock,Status,-,101,20
Stone Axe,Rock,Physical,65,90,16
Stone Edge,Rock,Physical,100,80,8
Struggle Bug,Bug,Special,50,100,20
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swift,Normal,Special,60,101,20
Swords Dance,Normal,Status,-,101,20
Tailwind,Flying,Status,-,101,16
Thief,Dark,Physical,60,100,20
Trailblaze,Grass,Physical,50,100,20
U-turn,Bug,Physical,70,100,20
Vacuum Wave,Fighting,Special,40,100,20
X-Scissor,Bug,Physical,80,100,16
