move_name,type,category,power,accuracy,pp
Aerial Ace,Flying,Physical,60,101,20
Body Slam,Normal,Physical,85,100,16
Brick Break,Fighting,Physical,75,100,16
Brutal Swing,Dark,Physical,60,100,20
Bulldoze,Ground,Physical,60,100,20
Crush Claw,Normal,Physical,75,95,12
Curse,Ghost,Status,-,101,12
Dig,Ground,Physical,80,100,12
Double-Edge,Normal,Physical,120,100,16
Drill Run,Ground,Physical,80,95,12
Earth Power,Ground,Special,90,100,12
Earthquake,Ground,Physical,100,100,12
Endure,Normal,Status,-,101,12
Facade,Normal,Physical,70,100,20
Fissure,Ground,Physical,1,30,8
Fling,Dark,Physical,1,100,12
Focus Blast,Fighting,Special,120,70,8
Giga Impact,Normal,Physical,150,90,8
Helping Hand,Normal,Status,-,101,20
High Horsepower,Ground,Physical,95,95,12
Horn Drill,Normal,Physical,1,30,8
Hyper Beam,Normal,Special,150,90,8
Iron Defense,Steel,Status,-,101,16
Iron Head,Steel,Physical,80,100,16
Megahorn,Bug,Physical,120,85,12
Metal Sound,Steel,Status,-,85,20
Mud Shot,Ground,Special,55,95,16
Mud-Slap,Ground,Special,20,100,12
Poison Jab,Poison,Physical,80,100,20
Protect,Normal,Status,-,101,8
Rapid Spin,Normal,Physical,50,100,20
Rest,Psychic,Status,-,101,8
Rock Blast,Rock,Physical,25,90,12
Rock Slide,Rock,Physical,75,90,12
Rock Tomb,Rock,Physical,60,95,16
Round,Normal,Special,60,100,16
Sand Tomb,Ground,Physical,35,85,16
Sandstorm,Rock,Status,-,101,8
Scary Face,Normal,Status,-,100,12
Scorching Sands,Ground,Special,70,100,12
Shadow Claw,Ghost,Physical,70,100,16
Sleep Talk,Normal,Status,-,101,12
Sludge Bomb,Poison,Special,90,100,12
Smart Strike,Steel,Physical,70,101,12
Snore,Normal,Special,50,100,16
Stealth Rock,Rock,Status,-,101,20
Steel Beam,Steel,Special,140,95,8
Stomping Tantrum,Ground,Physical,75,100,12
Substitute,Normal,Status,-,101,12
Sunny Day,Fire,Status,-,101,8
Swords Dance,Normal,Status,-,101,20
Throat Chop,Dark,Physical,80,100,16
X-Scissor,Bug,Physical,80,100,16
